date,Region,District,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price
1/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,700
2/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,525
3/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,600
4/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,900
5/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1025
6/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1100
7/15/1995,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1400
7/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3000
7/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500
7/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3000
7/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1650
7/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3200
7/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,850
8/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3000
8/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500
8/15/1995,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3000
8/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1250
8/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3350
8/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,800
9/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1000
9/15/1995,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,800
1/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,130
1/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,240
1/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,150
1/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1175
1/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3375
1/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4400
1/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3750
1/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1460
1/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,900
1/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3750
1/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,6000
1/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,97
1/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,248
1/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,122
2/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,162
2/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,331
2/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,208
2/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1250
2/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1350
2/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4050
2/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1100
2/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,144
2/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,282
2/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,129
3/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,288
3/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,529
3/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,269
3/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1250
3/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1300
3/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4600
3/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1100
3/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3000
3/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5250
3/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,245
3/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,400
4/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,305
4/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,688
4/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,330
4/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1750
4/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1333
4/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3533
4/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1167
4/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3250
4/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4500
4/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,402
4/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,593
4/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,354
5/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,600
5/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1050
5/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,459
5/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2433
5/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3400
5/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3750
5/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,3500
5/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1950
5/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4450
5/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1350
5/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4500
5/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,5500
5/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,705
5/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,867
5/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,669
6/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,633
6/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1042
6/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,588
6/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2100
6/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3500
6/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
6/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1863
6/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4350
6/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1200
6/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,3500
6/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4500
6/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,633
6/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,873
6/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,637
7/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,800
7/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1200
7/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,900
7/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1825
7/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1100
7/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4600
7/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1100
7/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,700
7/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1325
7/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,750
8/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,675
8/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1070
8/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,700
8/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1438
8/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4000
8/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
8/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4000
8/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1200
8/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4700
8/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1025
8/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,600
8/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,975
8/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,625
9/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,692
9/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1091
9/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,709
9/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1600
9/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1150
9/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4050
9/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1175
9/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,607
9/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1123
9/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,673
10/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1075
10/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1980
10/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1213
10/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1913
10/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1433
10/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3800
10/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1500
10/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,800
10/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1900
10/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,800
11/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1254
11/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2300
11/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4375
11/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4050
11/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4075
11/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1775
11/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3650
11/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1650
12/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1203
12/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,2653
12/15/1996,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1295
12/15/1996,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2625
12/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Maize (white),KG,actual,Retail,SOS,4625
12/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
12/15/1996,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,5000
12/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1750
12/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3750
12/15/1996,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1633
12/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Maize (white),KG,actual,Retail,SOS,45000
12/15/1996,Juba Hoose,Kismaayo,Kismayo,-0.360289991,42.54626083,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,6000
12/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1200
12/15/1996,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,2350
1/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,800
1/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1483
1/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,757
1/15/1997,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2575
1/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
1/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4333
1/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2225
1/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500
1/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2175
1/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1150
1/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1500
1/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1000
2/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,734
2/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1440
2/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,770
2/15/1997,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2150
2/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
2/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4000
2/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,1850
2/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3200
2/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,1850
3/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,620
3/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1000
3/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,610
3/15/1997,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2420
3/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
3/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,5000
3/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Maize (white),KG,actual,Retail,SOS,2500
3/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,3500
3/15/1997,Bay,Baydhaba,Baidoa,3.117180109,43.64690018,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2550
3/15/1997,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Maize (white),KG,actual,Retail,SOS,6000
3/15/1997,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4500
3/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,750
3/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1000
3/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,700
4/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Maize (white),KG,actual,Retail,SOS,600
4/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,1115
4/15/1997,Awdal,Borama,Borama,9.938690186,43.18392181,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,590
4/15/1997,Banadir,Banadir,Bakaara,2.048031,45.32,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,2905
4/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,4000
4/15/1997,Bari,Bossaso,Bossaso,11.26,49.18,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,4000
4/15/1997,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Maize (white),KG,actual,Retail,SOS,8000
4/15/1997,Juba Dhexe,Bu'aale,Buale,1.08,42.58,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,7250
4/15/1997,Woqooyi Galbeed,Hargeysa,Hargeysa,9.559749603,44.06678009,cereals and tubers,Maize (white),KG,actual,Retail,SOS,725
